transactions,date,day_of_week,customer_name,age_group,gender,occupation,city,township,platform,device_type,transaction_type,amount_mmk,fee_mmk,net_amount_mmk,status
TXN-RJMM-84714002,9-Sep-24,Monday,Daw Maung,45-54,Female,Freelancer,Mandalay,Amarapura,AYAPay,Feature Phone,P2P Transfer,413500,0,413500,Completed
TXN-ETAZ-81739615,12-Oct-24,Saturday,Phyu Htun,55+,Female,Government Employee,Mandalay,Amarapura,OK Dollar,Android,Bill Payment,36500,0,36500,Completed
TXN-GOAC-06150971,29-Aug-24,Thursday,Min Phyo,35-44,Male,Freelancer,Mandalay,Patheingyi,Wave Money,Android,P2P Transfer,145000,0,145000,Completed
TXN-YVVM-99520316,22-Jul-24,Monday,Aye Lin,18-24,Female,Trader / Merchant,Mandalay,Patheingyi,CB Pay,Android,Merchant Payment,48500,0,48500,Completed
TXN-AEQE-99467307,11-Nov-24,Monday,Phyu Lay,55+,Male,Government Employee,Mandalay,Aungmyaythazan,AYAPay,Android,Merchant Payment,65500,0,65500,Completed
TXN-QTFT-57421089,7-Oct-24,Monday,Soe Htun,25-34,Female,Freelancer,Mandalay,Aungmyaythazan,AYAPay,iOS,Mobile Top-up,5500,0,5500,Completed
TXN-FQQU-86368340,5-Oct-24,Saturday,Kyaw Kyaw,25-34,Female,Trader / Merchant,Mandalay,Chanayethazan,Wave Money,Android,Mobile Top-up,4000,0,4000,Completed
TXN-UAPX-11357381,30-Jul-24,Tuesday,Ma Myint,55+,Female,Private Sector Employee,Mandalay,Aungmyaythazan,AYAPay,iOS,Mobile Top-up,8000,0,8000,Completed
TXN-JOXR-96803485,24-Mar-24,Sunday,Yee Lin,35-44,Male,Business Owner,Mandalay,Patheingyi,AYAPay,Android,P2P Transfer,109000,0,109000,Completed
TXN-PFJN-40011653,12-Sep-24,Thursday,Thet Maung,25-34,Male,Freelancer,Mandalay,Aungmyaythazan,Wave Money,Feature Phone,Merchant Payment,59000,0,59000,Completed
TXN-XWDR-19626463,18-Feb-24,Sunday,Ma Thu,45-54,Female,Government Employee,Mandalay,Patheingyi,Wave Money,Android,P2P Transfer,46000,0,46000,Completed
TXN-ETPU-78226533,30-Nov-24,Saturday,Aung Oo,35-44,Female,Private Sector Employee,Mandalay,Maha Aungmye,AYAPay,Android,Cash In,156000,0,156000,Completed
TXN-HCLY-20854069,2-Mar-24,Saturday,Aung Tun,25-34,Male,Private Sector Employee,Mandalay,Patheingyi,OK Dollar,Android,Mobile Top-up,6000,0,6000,Completed
TXN-VIJV-60527791,24-Aug-24,Saturday,Min Moe,25-34,Female,Private Sector Employee,Mandalay,Aungmyaythazan,AYAPay,Android,Cash In,196500,0,196500,Completed
TXN-MLGT-89303952,5-Sep-24,Thursday,Yee Thant,35-44,Female,Teacher,Mandalay,Amarapura,AYAPay,Android,Merchant Payment,42500,0,42500,Completed
TXN-RZZS-67276962,26-Jan-24,Friday,Ko Soe,18-24,Male,Farmer,Mandalay,Chanayethazan,AYAPay,Android,Cash In,1000000,0,1000000,Completed
TXN-UNSM-28694642,4-Jun-24,Tuesday,Myat Mon,25-34,Female,Factory Worker,Mandalay,Patheingyi,AYAPay,Android,P2P Transfer,500000,0,500000,Completed
TXN-UQZJ-68248644,31-May-24,Friday,Ko Htay,55+,Female,Student,Mandalay,Maha Aungmye,Wave Money,iOS,Merchant Payment,6500,0,6500,Completed
TXN-HSGF-68633395,3-Dec-24,Tuesday,Pyae Zaw,35-44,Male,Government Employee,Mandalay,Aungmyaythazan,AYAPay,Android,P2P Transfer,392500,0,392500,Completed
TXN-BFQO-01717255,26-May-24,Sunday,Thet Zaw,35-44,Male,Trader / Merchant,Mandalay,Amarapura,OK Dollar,Android,Merchant Payment,31000,0,31000,Completed
TXN-BNBS-63914590,14-Dec-24,Saturday,Ko Khaing,18-24,Male,Freelancer,Mandalay,Patheingyi,KBZPay,Android,Bill Payment,25500,0,25500,Completed
TXN-SSKT-84723047,6-Dec-24,Friday,Nyein Oo,35-44,Male,Trader / Merchant,Mandalay,Chanayethazan,Wave Money,iOS,Merchant Payment,95500,0,95500,Completed
TXN-AXCH-06429934,16-Mar-24,Saturday,Nan Wai,35-44,Female,Factory Worker,Mandalay,Patheingyi,Wave Money,iOS,P2P Transfer,186500,0,186500,Completed
TXN-SFDN-20148082,12-Aug-24,Monday,Khin Soe,45-54,Male,Private Sector Employee,Mandalay,Maha Aungmye,KBZPay,Feature Phone,Mobile Top-up,6000,0,6000,Completed
TXN-RRZZ-93698027,16-Apr-24,Tuesday,Wai Kyaw,25-34,Male,Farmer,Mandalay,Maha Aungmye,KBZPay,Feature Phone,P2P Transfer,70500,0,70500,Completed
TXN-ECJZ-35894420,18-Sep-24,Wednesday,Nge Moe,35-44,Male,Trader / Merchant,Mandalay,Aungmyaythazan,Wave Money,iOS,Mobile Top-up,3000,0,3000,Completed
TXN-THHZ-37797499,1-Oct-24,Tuesday,Min Naing,45-54,Male,Trader / Merchant,Mandalay,Patheingyi,Wave Money,Feature Phone,P2P Transfer,228500,0,228500,Completed
TXN-DQZT-52881820,27-Jan-24,Saturday,Myat Kyaw,25-34,Female,Freelancer,Mandalay,Patheingyi,Wave Money,Android,Mobile Top-up,13500,0,13500,Completed
TXN-NMOT-42610386,11-Feb-24,Sunday,Thu Moe,18-24,Female,Factory Worker,Mandalay,Chanayethazan,KBZPay,Android,Merchant Payment,52500,0,52500,Completed
TXN-FORT-67045610,26-Jul-24,Friday,Kyaw Naing,55+,Female,Government Employee,Mandalay,Maha Aungmye,KBZPay,Android,Merchant Payment,25000,0,25000,Completed
TXN-XNTR-21694197,14-May-24,Tuesday,Daw Wai,25-34,Female,Government Employee,Mandalay,Patheingyi,Wave Money,Feature Phone,Bill Payment,116000,0,116000,Completed
TXN-KCCA-48575848,3-Jan-24,Wednesday,Thu Shwe,25-34,Male,Private Sector Employee,Mandalay,Patheingyi,KBZPay,Android,Mobile Top-up,20000,0,20000,Completed
TXN-EMTQ-83660182,27-Jun-24,Thursday,Nyein Moe,25-34,Male,Freelancer,Sittwe,Sittwe Township,CB Pay,Feature Phone,P2P Transfer,183000,0,183000,Completed
TXN-BBRG-19771288,14-Nov-24,Thursday,Ko Moe,35-44,Male,Business Owner,Taunggyi,Taunggyi Township,OK Dollar,iOS,P2P Transfer,186000,0,186000,Completed
TXN-KIRJ-72504355,25-Sep-24,Wednesday,Zaw Nyi,18-24,Male,Private Sector Employee,Sittwe,Myebon,KBZPay,iOS,Bill Payment,10500,0,10500,Completed
TXN-FZHW-08691377,2-Jul-24,Tuesday,Nan Mon,25-34,Female,Trader / Merchant,Taunggyi,Taunggyi Township,Wave Money,Feature Phone,Merchant Payment,33000,0,33000,Completed
TXN-KXWN-69116954,27-Aug-24,Tuesday,Shwe Min,18-24,Male,Freelancer,Myitkyina,Waingmaw,Wave Money,iOS,P2P Transfer,162000,0,162000,Completed
TXN-GZXS-77080135,14-Jul-24,Sunday,Thu Wai,25-34,Female,Factory Worker,Naypyitaw,Ottarathiri,Wave Money,Feature Phone,P2P Transfer,314000,0,314000,Completed
TXN-UZLY-91967722,22-Dec-24,Sunday,Phyo Myint,18-24,Female,Business Owner,Mawlamyine,Mudon,KBZPay,Feature Phone,Bill Payment,41500,0,41500,Completed
TXN-BUUG-92583791,11-Feb-24,Sunday,Htet Hlaing,35-44,Male,Government Employee,Mawlamyine,Kyaikmaraw,AYAPay,iOS,P2P Transfer,186000,0,186000,Completed
TXN-HJAG-23389922,20-May-24,Monday,Nan Myint,35-44,Female,Private Sector Employee,Myitkyina,Waingmaw,Wave Money,Feature Phone,P2P Transfer,177000,0,177000,Completed
TXN-HXZM-80046564,2-Mar-24,Saturday,Wai Hlaing,25-34,Male,Private Sector Employee,Naypyitaw,Ottarathiri,OK Dollar,iOS,Merchant Payment,68500,0,68500,Completed
TXN-EUED-18860156,2-Aug-24,Friday,Nge Naing,18-24,Male,Factory Worker,Mawlamyine,Mawlamyine Township,KBZPay,iOS,Mobile Top-up,5000,0,5000,Completed
TXN-QTUT-55762673,7-Jul-24,Sunday,Ma Phyo,35-44,Female,Government Employee,Naypyitaw,Pobbathiri,AYAPay,Feature Phone,Mobile Top-up,12000,0,12000,Completed
TXN-XDRZ-55944568,14-Sep-24,Saturday,Wai Tun,18-24,Male,Government Employee,Mawlamyine,Mudon,Wave Money,Feature Phone,P2P Transfer,257000,0,257000,Completed
TXN-RBFG-61904172,20-Jul-24,Saturday,Zaw Shwe,25-34,Female,Government Employee,Naypyitaw,Ottarathiri,AYAPay,iOS,Salary Credit,517000,0,517000,Completed
TXN-AQLQ-64583706,15-Nov-24,Friday,Ei Kyaw,25-34,Female,Government Employee,Bago,Waw,Wave Money,iOS,Merchant Payment,51000,0,51000,Completed
TXN-UYNG-37186085,14-Dec-24,Saturday,Mg Moe,25-34,Female,Private Sector Employee,Bago,Tanatpin,Wave Money,iOS,Merchant Payment,108500,0,108500,Completed
TXN-YIYZ-86792680,26-Jun-24,Wednesday,Aung Lwin,35-44,Male,Factory Worker,Pathein,Maubin,AYAPay,iOS,P2P Transfer,200000,0,200000,Completed
TXN-CQOO-53505310,24-Sep-24,Tuesday,Nyein Nyi,18-24,Female,Trader / Merchant,Pathein,Pathein Township,Wave Money,Feature Phone,P2P Transfer,500000,0,500000,Completed
TXN-OTAL-61439778,6-Oct-24,Sunday,Thu Lwin,18-24,Female,Factory Worker,Mawlamyine,Kyaikmaraw,OK Dollar,iOS,Bill Payment,140000,0,140000,Completed
TXN-QJRW-43181758,2-Mar-24,Saturday,Phyo Maung,25-34,Female,Business Owner,Taunggyi,Lawksawk,AYAPay,iOS,Merchant Payment,21000,0,21000,Completed
TXN-IQUT-78096499,11-Sep-24,Wednesday,Kyaw Aung,35-44,Female,Student,Bago,Bago Township,KBZPay,Feature Phone,P2P Transfer,177000,0,177000,Completed
TXN-PRBG-18766599,6-Oct-24,Sunday,Daw Nge,25-34,Male,Trader / Merchant,Mawlamyine,Kyaikmaraw,CB Pay,Feature Phone,Bill Payment,176500,0,176500,Completed
TXN-CBEW-12407965,3-Aug-24,Saturday,Phyu Zaw,18-24,Male,Private Sector Employee,Mawlamyine,Mudon,CB Pay,iOS,P2P Transfer,78500,0,78500,Completed
TXN-HQMF-41923754,3-Feb-24,Saturday,Daw Khaing,25-34,Male,Private Sector Employee,Naypyitaw,Ottarathiri,Wave Money,Feature Phone,P2P Transfer,153000,0,153000,Completed
TXN-UYVV-21165410,27-Mar-24,Wednesday,Ma Mon,35-44,Male,Government Employee,Taunggyi,Hopong,AYAPay,Feature Phone,Mobile Top-up,6500,0,6500,Completed
TXN-LEJR-57797678,8-Mar-24,Friday,Su Moe,18-24,Female,Trader / Merchant,Pathein,Yegyi,KBZPay,iOS,Bill Payment,200000,0,200000,Completed
TXN-XXLL-16248063,29-Oct-24,Tuesday,Wai Wai,35-44,Male,Private Sector Employee,Naypyitaw,Zabuthiri,KBZPay,Feature Phone,Cash In,505500,0,505500,Completed
TXN-TLRO-48400580,27-Sep-24,Friday,Shwe Lin,35-44,Male,Private Sector Employee,Dawei,Dawei Township,KBZPay,Feature Phone,P2P Transfer,78500,0,78500,Completed
TXN-YKSM-20687268,25-Sep-24,Wednesday,Ko Nyi,18-24,Female,Farmer,Mawlamyine,Mudon,KBZPay,Feature Phone,Cash In,183500,0,183500,Completed
TXN-VWOD-15675621,6-Mar-24,Wednesday,Thet Moe,25-34,Male,Government Employee,Naypyitaw,Pobbathiri,AYAPay,iOS,Bill Payment,48500,0,48500,Completed
TXN-TWVI-88284618,21-Sep-24,Saturday,Shwe Aung,18-24,Male,Business Owner,Bago,Tanatpin,CB Pay,iOS,Mobile Top-up,4500,0,4500,Completed
TXN-IWJZ-50333608,31-Aug-24,Saturday,Thura Hlaing,35-44,Male,Government Employee,Taunggyi,Hopong,KBZPay,iOS,Bill Payment,68500,0,68500,Completed
TXN-MRQY-14887665,14-May-24,Tuesday,Thura Tun,25-34,Male,Government Employee,Taunggyi,Hopong,Wave Money,iOS,Bill Payment,15000,0,15000,Completed
TXN-PSTU-00888131,13-Jun-24,Thursday,Thida Maung,35-44,Female,Government Employee,Bago,Tanatpin,KBZPay,iOS,Cash In,293500,0,293500,Completed
TXN-KTKA-98573829,8-Dec-24,Sunday,Khin Maung,18-24,Male,Private Sector Employee,Bago,Bago Township,KBZPay,iOS,P2P Transfer,130000,0,130000,Completed
TXN-KYHA-61382269,14-Dec-24,Saturday,Myat Maung,55+,Male,Trader / Merchant,Mawlamyine,Mudon,AYAPay,iOS,Merchant Payment,35500,0,35500,Completed
TXN-UWUA-27068228,20-Feb-24,Tuesday,Thida Kyaw,25-34,Male,Private Sector Employee,Dawei,Longlon,Wave Money,Feature Phone,Bill Payment,200000,0,200000,Completed
TXN-LGWG-71165816,20-Jul-24,Saturday,Aye Naing,55+,Female,Private Sector Employee,Naypyitaw,Pobbathiri,OK Dollar,Feature Phone,P2P Transfer,357000,0,357000,Completed
TXN-CPHH-89989903,25-Oct-24,Friday,Phyu Htay,55+,Male,Private Sector Employee,Pathein,Maubin,Wave Money,Feature Phone,P2P Transfer,131500,0,131500,Completed
TXN-HLXX-56730980,23-Mar-24,Saturday,Aye Shwe,25-34,Male,Student,Bago,Tanatpin,OK Dollar,iOS,Merchant Payment,5000,0,5000,Completed
TXN-HPRM-76482851,21-Feb-24,Wednesday,Su Zin,18-24,Male,Trader / Merchant,Taunggyi,Hopong,CB Pay,iOS,Merchant Payment,23500,0,23500,Completed
TXN-CJGD-87539524,17-May-24,Friday,Thu Moe,55+,Female,Student,Naypyitaw,Pobbathiri,Wave Money,iOS,P2P Transfer,248500,0,248500,Completed
TXN-BPMV-10747048,9-Jan-24,Tuesday,Nan Thu,35-44,Male,Government Employee,Naypyitaw,Ottarathiri,Wave Money,iOS,Cash In,260500,0,260500,Completed
TXN-YEFP-35426899,21-Oct-24,Monday,Nge Shwe,45-54,Female,Farmer,Bago,Tanatpin,AYAPay,Feature Phone,Cash In,205500,0,205500,Completed
TXN-NZBM-17641344,9-May-24,Thursday,Nyein San,18-24,Female,Government Employee,Pathein,Maubin,CB Pay,iOS,Bill Payment,76000,0,76000,Completed
TXN-BSSG-81553192,1-Jul-24,Monday,Wai Thant,45-54,Female,Government Employee,Mawlamyine,Mudon,Wave Money,iOS,P2P Transfer,477000,0,477000,Completed
TXN-ICHE-17033101,28-Apr-24,Sunday,Phyu Tun,25-34,Male,Private Sector Employee,Pathein,Yegyi,Wave Money,iOS,Merchant Payment,128000,0,128000,Completed
TXN-ALSF-75367464,6-Jan-24,Saturday,Thet Lwin,18-24,Male,Factory Worker,Mawlamyine,Kyaikmaraw,KBZPay,iOS,Merchant Payment,18000,0,18000,Completed
TXN-VGTM-06332346,4-Feb-24,Sunday,Aung Lwin,35-44,Male,Trader / Merchant,Dawei,Dawei Township,KBZPay,Feature Phone,Merchant Payment,25500,0,25500,Completed
TXN-OSBQ-89693799,1-Apr-24,Monday,Phyu Thu,25-34,Male,Trader / Merchant,Dawei,Dawei Township,Wave Money,Feature Phone,Mobile Top-up,9500,0,9500,Completed
TXN-ETLJ-29276040,27-Oct-24,Sunday,Thida Nge,18-24,Female,Private Sector Employee,Pathein,Pathein Township,CB Pay,iOS,Merchant Payment,87000,0,87000,Completed
TXN-KQQC-10638804,27-Dec-24,Friday,Nyein Kyaw,55+,Female,Government Employee,Myitkyina,Waingmaw,AYAPay,iOS,P2P Transfer,235000,0,235000,Completed
TXN-KCNJ-47507517,19-May-24,Sunday,Su Lay,25-34,Male,Healthcare Worker,Pathein,Pathein Township,Wave Money,iOS,P2P Transfer,500000,0,500000,Completed
TXN-DWEE-60768060,14-Mar-24,Thursday,Pyae Htun,35-44,Male,Student,Naypyitaw,Pobbathiri,KBZPay,iOS,Bill Payment,51000,0,51000,Completed
TXN-IGWZ-37936425,12-Jul-24,Friday,Ko Nyi,25-34,Male,Government Employee,Naypyitaw,Dekkhina,Wave Money,Feature Phone,P2P Transfer,111000,0,111000,Completed
TXN-FGVP-35906026,8-Jun-24,Saturday,Phyo Myint,18-24,Male,Private Sector Employee,Naypyitaw,Ottarathiri,AYAPay,iOS,P2P Transfer,329000,0,329000,Completed
TXN-TDER-83352385,27-Oct-24,Sunday,Mg Oo,55+,Male,Government Employee,Dawei,Longlon,KBZPay,iOS,Cash In,68500,0,68500,Completed
TXN-OHTV-82887986,7-Jun-24,Friday,Phyo San,25-34,Male,Private Sector Employee,Mawlamyine,Mawlamyine Township,KBZPay,iOS,P2P Transfer,43500,0,43500,Completed
TXN-FARP-06340069,28-Aug-24,Wednesday,Shwe Wai,18-24,Male,Government Employee,Myitkyina,Waingmaw,CB Pay,iOS,Bill Payment,93500,0,93500,Completed
TXN-FUEW-29724119,24-Mar-24,Sunday,Su Nge,45-54,Female,Factory Worker,Myitkyina,Myitkyina Township,AYAPay,Feature Phone,P2P Transfer,112000,0,112000,Completed
TXN-CSVJ-97551653,27-Apr-24,Saturday,Su Maung,35-44,Male,Private Sector Employee,Naypyitaw,Ottarathiri,KBZPay,iOS,Mobile Top-up,9000,0,9000,Completed
TXN-NMVL-86845905,13-Mar-24,Wednesday,Shwe Nyi,45-54,Female,Factory Worker,Mawlamyine,Kyaikmaraw,KBZPay,Feature Phone,Bill Payment,19000,0,19000,Completed
TXN-HMZF-00760033,14-Jul-24,Sunday,Ma Oo,18-24,Male,Private Sector Employee,Naypyitaw,Dekkhina,CB Pay,Feature Phone,Cash In,368000,0,368000,Completed
TXN-JUNO-19778606,31-Jul-24,Wednesday,Thu Zin,25-34,Male,Freelancer,Mawlamyine,Mudon,Wave Money,Feature Phone,Mobile Top-up,5000,0,5000,Completed
TXN-CPAR-89256672,15-Aug-24,Thursday,Min Kyaw,25-34,Male,Student,Myitkyina,Myitkyina Township,CB Pay,iOS,Merchant Payment,36500,0,36500,Completed
TXN-GKCW-78789464,24-Jun-24,Monday,Min Aye,35-44,Female,Private Sector Employee,Myitkyina,Myitkyina Township,Wave Money,Feature Phone,Mobile Top-up,2500,0,2500,Completed
TXN-KCXN-70206537,12-Nov-24,Tuesday,Ko Thant,18-24,Male,Government Employee,Bago,Tanatpin,OK Dollar,iOS,P2P Transfer,208000,0,208000,Completed
TXN-VZTU-50986529,11-Oct-24,Friday,Htet Nyi,35-44,Male,Government Employee,Taunggyi,Lawksawk,OK Dollar,Feature Phone,Bill Payment,160000,0,160000,Completed
TXN-NVCG-35744870,10-Jul-24,Wednesday,Mg Aye,45-54,Female,Government Employee,Myitkyina,Myitkyina Township,Wave Money,Feature Phone,P2P Transfer,34000,0,34000,Completed
TXN-PTYQ-92894790,19-Apr-24,Friday,Zaw Oo,25-34,Female,Government Employee,Naypyitaw,Dekkhina,Wave Money,iOS,Bill Payment,179000,0,179000,Completed
TXN-PXFO-96908660,26-Jun-24,Wednesday,Thet Oo,18-24,Female,Business Owner,Taunggyi,Hopong,KBZPay,Feature Phone,Bill Payment,57500,0,57500,Completed
TXN-VHTD-01441453,2-Jul-24,Tuesday,Zaw San,45-54,Female,Farmer,Naypyitaw,Pobbathiri,AYAPay,Feature Phone,Cash In,190000,0,190000,Completed
TXN-YNJP-80763200,23-Nov-24,Saturday,Shwe Hlaing,25-34,Female,Student,Pathein,Pathein Township,CB Pay,iOS,Mobile Top-up,6500,0,6500,Completed
TXN-DUWQ-59808927,12-Oct-24,Saturday,Aye Phyo,45-54,Male,Business Owner,Mawlamyine,Mudon,CB Pay,iOS,Merchant Payment,44000,0,44000,Completed
TXN-BSQO-96895435,26-Mar-24,Tuesday,Thu Min,25-34,Female,Government Employee,Sittwe,Myebon,KBZPay,Feature Phone,P2P Transfer,155500,0,155500,Completed
TXN-QGTG-57908162,26-Jan-24,Friday,Myo Lwin,25-34,Female,Trader / Merchant,Naypyitaw,Zabuthiri,Wave Money,iOS,Merchant Payment,16000,0,16000,Completed
TXN-EJZH-83695336,28-Jul-24,Sunday,Nan Oo,18-24,Male,Government Employee,Taunggyi,Lawksawk,Wave Money,Feature Phone,Merchant Payment,145000,0,145000,Completed
TXN-HPWN-20463109,22-Sep-24,Sunday,Thu Maung,18-24,Male,Freelancer,Myitkyina,Myitkyina Township,KBZPay,Feature Phone,Mobile Top-up,7500,0,7500,Completed
TXN-CBMZ-67013530,7-Jan-24,Sunday,Naing Aye,55+,Female,Trader / Merchant,Pathein,Maubin,KBZPay,Feature Phone,Bill Payment,55500,0,55500,Completed
TXN-ZSBZ-85125931,25-Jan-24,Thursday,Thura Zin,18-24,Female,Trader / Merchant,Sittwe,Sittwe Township,Wave Money,iOS,Salary Credit,443500,0,443500,Completed
TXN-MCWA-23587804,3-Apr-24,Wednesday,Soe Thant,45-54,Male,Trader / Merchant,Taunggyi,Taunggyi Township,KBZPay,iOS,Mobile Top-up,13500,0,13500,Completed
TXN-MNUA-36535069,16-Apr-24,Tuesday,Wai Aung,25-34,Female,Government Employee,Bago,Bago Township,AYAPay,iOS,Merchant Payment,88500,0,88500,Completed
TXN-ODOB-52259896,7-Oct-24,Monday,Min Min,25-34,Male,Business Owner,Myitkyina,Waingmaw,AYAPay,iOS,Bill Payment,72500,0,72500,Completed
TXN-IZOB-65595593,27-Nov-24,Wednesday,Aye Htay,35-44,Male,Business Owner,Mawlamyine,Mudon,KBZPay,Feature Phone,Merchant Payment,60000,0,60000,Completed
TXN-LPKT-65884037,14-Jul-24,Sunday,Pyae Htay,25-34,Male,Government Employee,Pathein,Pathein Township,Wave Money,Feature Phone,Mobile Top-up,19000,0,19000,Completed
TXN-OZZV-99660573,9-Feb-24,Friday,Pyae Zaw,25-34,Female,Factory Worker,Naypyitaw,Dekkhina,Wave Money,Feature Phone,Bill Payment,180000,0,180000,Completed
TXN-BHEG-76175841,29-May-24,Wednesday,Myo Phyo,25-34,Male,Business Owner,Pathein,Pathein Township,Wave Money,Feature Phone,P2P Transfer,35000,0,35000,Completed
TXN-OFRS-79264551,18-Nov-24,Monday,Yee San,45-54,Male,Teacher,Dawei,Dawei Township,Wave Money,Feature Phone,P2P Transfer,336500,0,336500,Completed
TXN-AMKN-24237911,6-May-24,Monday,Phyu Oo,35-44,Male,Business Owner,Taunggyi,Hopong,KBZPay,Feature Phone,Mobile Top-up,8000,0,8000,Completed
TXN-OORN-14899422,29-Oct-24,Tuesday,Ma San,18-24,Female,Business Owner,Pathein,Maubin,AYAPay,iOS,P2P Transfer,87500,0,87500,Completed
TXN-SOKH-06623144,1-Jan-24,Monday,Aung Naing,45-54,Male,Government Employee,Taunggyi,Lawksawk,AYAPay,iOS,Merchant Payment,44500,0,44500,Completed
TXN-LOVE-43219359,12-Sep-24,Thursday,Thida Htun,25-34,Male,Private Sector Employee,Pathein,Maubin,AYAPay,iOS,Cash In,49000,0,49000,Completed
TXN-IJWT-85106694,11-Jul-24,Thursday,Wai Thant,25-34,Male,Trader / Merchant,Taunggyi,Hopong,KBZPay,Feature Phone,P2P Transfer,118000,0,118000,Completed
TXN-ZSGE-40566553,1-May-24,Wednesday,Min Maung,45-54,Female,Freelancer,Myitkyina,Waingmaw,KBZPay,Feature Phone,Bill Payment,41500,0,41500,Completed
TXN-USBN-17105734,30-Dec-24,Monday,Su Thu,25-34,Male,Business Owner,Naypyitaw,Dekkhina,Wave Money,iOS,Bill Payment,21500,0,21500,Completed
TXN-GFRO-64354249,25-Nov-24,Monday,Phyo Khaing,25-34,Male,Trader / Merchant,Taunggyi,Lawksawk,CB Pay,iOS,Merchant Payment,45500,0,45500,Completed
TXN-MEZY-87341733,20-Dec-24,Friday,Min Lwin,18-24,Female,Student,Taunggyi,Taunggyi Township,Wave Money,Feature Phone,P2P Transfer,67500,0,67500,Completed
TXN-WNBM-10962006,12-May-24,Sunday,Phyo Moe,55+,Male,Business Owner,Naypyitaw,Zabuthiri,Wave Money,iOS,Merchant Payment,28500,0,28500,Completed
TXN-VNSU-63121670,16-Jul-24,Tuesday,Aye Nge,25-34,Female,Business Owner,Mawlamyine,Mudon,Wave Money,Feature Phone,Merchant Payment,20000,0,20000,Completed
TXN-XAYJ-82922787,22-Oct-24,Tuesday,Myo Thant,35-44,Male,Business Owner,Myitkyina,Myitkyina Township,Wave Money,Feature Phone,Merchant Payment,51500,0,51500,Completed
TXN-FMOY-97096297,21-Nov-24,Thursday,Aye Maung,35-44,Female,Factory Worker,Dawei,Longlon,KBZPay,iOS,Bill Payment,158000,0,158000,Completed
TXN-WLBO-39882768,21-Aug-24,Wednesday,Thura Lay,35-44,Female,Private Sector Employee,Naypyitaw,Dekkhina,Wave Money,Feature Phone,Mobile Top-up,19000,0,19000,Completed
TXN-IMXS-06707549,19-Sep-24,Thursday,Thet Wai,25-34,Female,Private Sector Employee,Naypyitaw,Dekkhina,KBZPay,iOS,P2P Transfer,172500,0,172500,Completed
TXN-MLDI-37132872,6-Feb-24,Tuesday,Soe Nyi,25-34,Male,Government Employee,Taunggyi,Hopong,OK Dollar,iOS,Bill Payment,21500,0,21500,Completed
TXN-POWN-51075152,24-Aug-24,Saturday,Phyu Htay,35-44,Male,Private Sector Employee,Taunggyi,Taunggyi Township,AYAPay,Feature Phone,Bill Payment,200000,0,200000,Completed
TXN-NAVK-92949351,7-Apr-24,Sunday,Min Moe,18-24,Male,Government Employee,Mawlamyine,Mawlamyine Township,KBZPay,Feature Phone,Bill Payment,36000,0,36000,Completed
TXN-PBZN-64185216,14-May-24,Tuesday,Myo Wai,18-24,Male,Private Sector Employee,Bago,Waw,CB Pay,Feature Phone,Salary Credit,200000,0,200000,Completed
TXN-KBFL-52005679,25-Jan-24,Thursday,Thu Hlaing,35-44,Male,Student,Taunggyi,Lawksawk,KBZPay,Feature Phone,Merchant Payment,144500,0,144500,Completed
TXN-FBQI-83617265,2-Jul-24,Tuesday,Soe Shwe,25-34,Female,Private Sector Employee,Taunggyi,Lawksawk,OK Dollar,Feature Phone,Mobile Top-up,3000,0,3000,Completed
TXN-XZXJ-09109268,29-Aug-24,Thursday,Pyae Oo,18-24,Female,Government Employee,Naypyitaw,Pobbathiri,OK Dollar,Android,Bill Payment,91000,0,91000,Completed
TXN-DZCF-15520183,27-May-24,Monday,Min Zin,25-34,Female,Business Owner,Naypyitaw,Dekkhina,KBZPay,Android,Cash In,167000,0,167000,Completed
TXN-BCBW-39887996,25-Oct-24,Friday,Nan Lin,25-34,Female,Government Employee,Myitkyina,Myitkyina Township,Wave Money,Android,Bill Payment,41500,0,41500,Completed
TXN-VLCB-99003108,22-Aug-24,Thursday,Wai Lay,35-44,Female,Factory Worker,Myitkyina,Waingmaw,AYAPay,Android,Mobile Top-up,7500,0,7500,Completed
TXN-XNAJ-81291986,25-Apr-24,Thursday,Phyo Htun,18-24,Male,Trader / Merchant,Naypyitaw,Dekkhina,KBZPay,Android,Salary Credit,3000000,0,3000000,Completed
TXN-IIKI-52916086,8-Jun-24,Saturday,Phyu Naing,25-34,Male,Healthcare Worker,Myitkyina,Myitkyina Township,AYAPay,Android,Bill Payment,119000,0,119000,Completed
TXN-FJYQ-63121174,21-Mar-24,Thursday,Nan Naing,45-54,Male,Student,Bago,Waw,Wave Money,Android,Bill Payment,11000,0,11000,Completed
TXN-MKPJ-68985894,3-Sep-24,Tuesday,Thura Moe,55+,Male,Private Sector Employee,Myitkyina,Waingmaw,Wave Money,Android,Mobile Top-up,20000,0,20000,Completed
TXN-CYWA-33339897,20-Feb-24,Tuesday,Myo Shwe,18-24,Male,Business Owner,Pathein,Yegyi,KBZPay,Android,Bill Payment,200000,0,200000,Completed
TXN-HXQJ-27015050,29-Mar-24,Friday,Myat Htun,35-44,Male,Private Sector Employee,Bago,Tanatpin,KBZPay,Android,Mobile Top-up,10000,0,10000,Completed
