transaction_id,timestamp,date,month,hour,day_of_week,customer_name,age_group,gender,occupation,phone_number,city,township,platform,device_type,transaction_type,amount_mmk,fee_mmk,net_amount_mmk,status,description
TXN-DWLM-88570867,12/22/2024 15:56,12/22/2024,2024-12,15,Sunday,Naing Nyi,25-34,Male,Private Sector Employee,9332216265,Bago,Bago Township,Wave Money,Android,Mobile Top-up,5500,0,5500,Completed,Mytel top-up 1000 MMK
TXN-MCWA-23587804,4/3/2024 10:25,4/3/2024,2024-04,10,Wednesday,Soe Thant,45-54,Male,Trader / Merchant,9420470205,Taunggyi,Taunggyi Township,KBZPay,iOS,Mobile Top-up,13500,0,13500,Completed,MPT top-up 2000 MMK
TXN-FVKL-76609957,8/26/2024 10:09,8/26/2024,2024-08,10,Monday,Htet Aye,25-34,Male,Private Sector Employee,9257775225,Mandalay,Chanayethazan,Wave Money,Android,Mobile Top-up,12500,0,12500,Completed,Ooredoo top-up 2000 MMK
TXN-JYXQ-06159744,1/16/2024 13:42,1/16/2024,2024-01,13,Tuesday,Myo Kyaw,45-54,Female,Student,9260295596,Mandalay,Aungmyaythazan,Wave Money,Android,P2P Transfer,197500,0,197500,Completed,Rent payment
TXN-YLNW-76047547,10/12/2024 12:32,10/12/2024,2024-10,12,Saturday,Aung Htay,35-44,Male,Private Sector Employee,993800498,Yangon,Mingaladon,Wave Money,Android,Cash In,212000,0,212000,Completed,Cash deposit at agent
TXN-YWDT-75098163,7/27/2024 15:28,7/27/2024,2024-07,15,Saturday,Ma Aung,25-34,Female,Business Owner,9967640191,Naypyitaw,Zabuthiri,Wave Money,Android,Bill Payment,24500,0,24500,Completed,Pay Internet (Fiber)
TXN-UHNF-27028679,3/7/2024 9:02,3/7/2024,2024-03,9,Thursday,Naing Nge,25-34,Male,Student,9456464196,Naypyitaw,Dekkhina,Wave Money,Android,Merchant Payment,47000,0,47000,Completed,Purchase at Grab Myanmar
TXN-BKTF-49423029,9/25/2024 11:56,9/25/2024,2024-09,11,Wednesday,Pyae Nyi,18-24,Female,Private Sector Employee,9768911797,Yangon,Dagon,AYAPay,Android,P2P Transfer,374500,0,374500,Completed,Money sent to family
TXN-XAJY-27141105,9/16/2024 1:42,9/16/2024,2024-09,1,Monday,Aung Lay,35-44,Male,Government Employee,955328538,Mandalay,Amarapura,CB Pay,Feature Phone,Bill Payment,32000,0,32000,Completed,Pay Internet (Fiber)
TXN-HMBG-73418681,11/21/2024 11:13,11/21/2024,2024-11,11,Thursday,Shwe Phyo,45-54,Female,Trader / Merchant,9979007686,Mandalay,Chanayethazan,KBZPay,Feature Phone,P2P Transfer,278500,0,278500,Completed,Payment for goods
TXN-HOSB-35790824,9/2/2024 15:42,9/2/2024,2024-09,15,Monday,Nyein Lay,18-24,Male,Government Employee,9966267136,Mawlamyine,Mudon,OK Dollar,Android,Mobile Top-up,3500,0,3500,Completed,Mytel top-up 2000 MMK
TXN-QXXD-80078800,3/31/2024 10:29,3/31/2024,2024-03,10,Sunday,Khin Aye,18-24,Female,Student,988750677,Bago,Bago Township,AYAPay,Android,Bill Payment,35000,0,35000,Completed,Pay Internet (Fiber)
TXN-OYVJ-96993120,7/13/2024 17:55,7/13/2024,2024-07,17,Saturday,Zaw Soe,45-54,Female,Private Sector Employee,9976983845,Mandalay,Amarapura,Wave Money,iOS,Mobile Top-up,6500,0,6500,Completed,Mytel top-up 5000 MMK
TXN-SOFC-49301092,10/6/2024 17:19,10/6/2024,2024-10,17,Sunday,Min Kyaw,25-34,Male,Business Owner,9972553946,Yangon,Kamayut,Wave Money,Android,Mobile Top-up,20000,0,20000,Completed,Ooredoo top-up 5000 MMK
TXN-TVPJ-94144141,4/15/2024 18:21,4/15/2024,2024-04,18,Monday,Nge Min,25-34,Male,Government Employee,9987474859,Yangon,Insein,Wave Money,Android,Cash In,282000,0,282000,Completed,Bank transfer in
TXN-CGVN-94110725,2/20/2024 14:25,2/20/2024,2024-02,14,Tuesday,Wai Mon,25-34,Female,Private Sector Employee,9978044509,Yangon,Dagon,AYAPay,iOS,P2P Transfer,406500,0,406500,Completed,Money sent to family
TXN-PARX-83198583,8/5/2024 21:54,8/5/2024,2024-08,21,Monday,Nyein Win,18-24,Female,Private Sector Employee,9325813088,Yangon,Dagon,Wave Money,Feature Phone,Mobile Top-up,6000,0,6000,Completed,MPT top-up 10000 MMK
TXN-MNUA-36535069,4/16/2024 20:36,4/16/2024,2024-04,20,Tuesday,Wai Aung,25-34,Female,Government Employee,9735000305,Bago,Bago Township,AYAPay,iOS,Merchant Payment,88500,0,88500,Completed,Purchase at City Mart Supermarket
TXN-IDOE-01407855,3/25/2024 6:54,3/25/2024,2024-03,6,Monday,Wai Khaing,45-54,Female,Business Owner,9970870187,Yangon,Insein,CB Pay,Android,P2P Transfer,81000,500,80500,Completed,Transfer to Aung Lwin
TXN-ODOB-52259896,10/7/2024 21:11,10/7/2024,2024-10,21,Monday,Min Min,25-34,Male,Business Owner,9426865240,Myitkyina,Waingmaw,AYAPay,iOS,Bill Payment,72500,0,72500,Completed,Pay Internet (Fiber)
TXN-HOSX-48789054,7/14/2024 15:53,7/14/2024,2024-07,15,Sunday,Aye Moe,18-24,Female,Trader / Merchant,9730474764,Yangon,Hlaing,AYAPay,Android,Bill Payment,58500,0,58500,Completed,Pay Insurance Premium
TXN-TJUM-16604707,10/8/2024 16:46,10/8/2024,2024-10,16,Tuesday,Soe Kyaw,35-44,Male,Government Employee,9980036221,Yangon,Bahan,Wave Money,iOS,Cash Out,77000,500,76500,Completed,Cash withdrawal at agent
TXN-VZBH-42395136,4/22/2024 15:29,4/22/2024,2024-04,15,Monday,Ma Khaing,25-34,Male,Private Sector Employee,9332525161,Yangon,Sanchaung,KBZPay,Android,Cash Out,115000,1000,114000,Completed,Cash withdrawal at agent
TXN-DPNH-44985713,7/5/2024 11:07,7/5/2024,2024-07,11,Friday,Mg Zin,25-34,Male,Business Owner,9954171594,Mandalay,Maha Aungmye,OK Dollar,iOS,Merchant Payment,69500,0,69500,Completed,Purchase at MPT
TXN-HECV-70746876,1/4/2024 12:28,1/4/2024,2024-01,12,Thursday,Myo San,35-44,Female,Private Sector Employee,9959260878,Mandalay,Amarapura,Wave Money,Android,Bill Payment,127000,0,127000,Failed,Pay Government Fee
TXN-FAAH-96855070,2/1/2024 19:24,2/1/2024,2024-02,19,Thursday,Ko Naing,25-34,Male,Trader / Merchant,9495353780,Mandalay,Maha Aungmye,KBZPay,iOS,P2P Transfer,88000,0,88000,Completed,Personal transfer
TXN-RASA-11169834,8/5/2024 11:36,8/5/2024,2024-08,11,Monday,Phyo Myint,25-34,Male,Private Sector Employee,9266299946,Sittwe,Ponnagyun,KBZPay,Feature Phone,Mobile Top-up,8000,0,8000,Pending,Ooredoo top-up 1000 MMK
TXN-PRRT-19969444,5/15/2024 13:52,5/15/2024,2024-05,13,Wednesday,Thet Maung,35-44,Male,Government Employee,988968442,Yangon,Thingangyun,KBZPay,Feature Phone,Mobile Top-up,5000,0,5000,Completed,MPT top-up 10000 MMK
TXN-IZOB-65595593,11/27/2024 9:29,11/27/2024,2024-11,9,Wednesday,Aye Htay,35-44,Male,Business Owner,9951902217,Mawlamyine,Mudon,KBZPay,Feature Phone,Merchant Payment,60000,0,60000,Completed,Purchase at Mytel
TXN-GPGK-98852336,10/1/2024 11:23,10/1/2024,2024-10,11,Tuesday,Thu Lin,25-34,Female,Private Sector Employee,9421436728,Yangon,Sanchaung,OK Dollar,Android,Salary Credit,1050500,0,1050500,Completed,Bonus payment
TXN-VSVH-86641320,8/1/2024 20:23,8/1/2024,2024-08,20,Thursday,Nge Moe,35-44,Female,Freelancer,984590099,Yangon,Kamayut,Wave Money,iOS,Mobile Top-up,8000,0,8000,Completed,MPT top-up 3000 MMK
TXN-PWUO-35869422,8/23/2024 9:15,8/23/2024,2024-08,9,Friday,Daw Thant,25-34,Male,Student,955326011,Yangon,Sanchaung,AYAPay,Android,Mobile Top-up,4000,0,4000,Completed,Mytel top-up 10000 MMK
TXN-KTRP-21594732,11/29/2024 19:22,11/29/2024,2024-11,19,Friday,Nge Win,35-44,Male,Business Owner,998104502,Bago,Bago Township,AYAPay,Android,P2P Transfer,108000,0,108000,Completed,Personal transfer
TXN-SXLW-13141463,3/8/2024 9:06,3/8/2024,2024-03,9,Friday,Thida Lin,18-24,Male,Student,970585615,Mandalay,Patheingyi,Wave Money,Feature Phone,Mobile Top-up,13000,0,13000,Completed,Atom (Telenor) top-up 5000 MMK
TXN-ATUI-61610332,10/21/2024 21:45,10/21/2024,2024-10,21,Monday,Thida Khaing,35-44,Female,Freelancer,9317727028,Yangon,Thingangyun,OK Dollar,iOS,Mobile Top-up,2000,0,2000,Completed,Mytel top-up 3000 MMK
TXN-ZFTI-16619610,4/6/2024 11:27,4/6/2024,2024-04,11,Saturday,Kyaw Aye,18-24,Female,Business Owner,9423584640,Naypyitaw,Zabuthiri,OK Dollar,Android,Cash Out,188000,1500,186500,Completed,Cash withdrawal at agent
TXN-LPKT-65884037,7/14/2024 20:27,7/14/2024,2024-07,20,Sunday,Pyae Htay,25-34,Male,Government Employee,9973953096,Pathein,Pathein Township,Wave Money,Feature Phone,Mobile Top-up,19000,0,19000,Completed,Ooredoo top-up 10000 MMK
TXN-JCNT-93511292,10/10/2024 8:12,10/10/2024,2024-10,8,Thursday,Thu Thu,45-54,Female,Private Sector Employee,9315872717,Myitkyina,Waingmaw,Wave Money,Android,P2P Transfer,102000,0,102000,Completed,Personal transfer
TXN-YSXW-72188857,1/5/2024 13:07,1/5/2024,2024-01,13,Friday,Nge Thant,35-44,Female,Business Owner,9268775833,Yangon,Thingangyun,Wave Money,Feature Phone,P2P Transfer,118000,0,118000,Completed,Transfer to Aung Nge
TXN-SQJX-51041991,6/13/2024 12:48,6/13/2024,2024-06,12,Thursday,Thura Thant,45-54,Female,Farmer,9258262542,Myitkyina,Waingmaw,OK Dollar,Android,Cash Out,87500,1000,86500,Completed,Cash withdrawal at agent
TXN-HTYD-89922434,8/2/2024 15:09,8/2/2024,2024-08,15,Friday,Ma Lin,45-54,Male,Business Owner,9254538109,Yangon,Insein,AYAPay,Android,Bill Payment,106000,0,106000,Completed,Pay Water (YCDC)
TXN-HIQA-77432667,3/11/2024 14:06,3/11/2024,2024-03,14,Monday,Yee Maung,25-34,Male,Government Employee,987422404,Bago,Tanatpin,AYAPay,Android,Merchant Payment,31000,0,31000,Completed,Purchase at CB Bank
TXN-PQGE-37050873,5/3/2024 13:01,5/3/2024,2024-05,13,Friday,Kyaw Zaw,18-24,Female,Business Owner,9250200953,Naypyitaw,Ottarathiri,CB Pay,Android,Bill Payment,82500,0,82500,Completed,Pay Internet (Fiber)
TXN-ACXL-69036071,8/27/2024 10:07,8/27/2024,2024-08,10,Tuesday,Naing Oo,25-34,Female,Farmer,957397130,Yangon,Insein,Wave Money,Android,Mobile Top-up,15000,0,15000,Completed,Atom (Telenor) top-up 10000 MMK
TXN-YQXA-71023981,5/11/2024 14:00,5/11/2024,2024-05,14,Saturday,Aye San,45-54,Female,Student,997192817,Yangon,Tamwe,KBZPay,Android,Merchant Payment,66500,0,66500,Completed,Purchase at Mytel
TXN-NYID-35800847,5/29/2024 17:52,5/29/2024,2024-05,17,Wednesday,Thura Maung,25-34,Female,Government Employee,959447726,Yangon,Bahan,Wave Money,iOS,Mobile Top-up,17000,0,17000,Completed,MPT top-up 1000 MMK
TXN-QABT-91581929,11/17/2024 12:10,11/17/2024,2024-11,12,Sunday,Aung Khaing,18-24,Female,Freelancer,9449851602,Yangon,Mingaladon,KBZPay,Feature Phone,P2P Transfer,137000,0,137000,Completed,Personal transfer
TXN-OZZV-99660573,2/9/2024 12:39,2/9/2024,2024-02,12,Friday,Pyae Zaw,25-34,Female,Factory Worker,9956237600,Naypyitaw,Dekkhina,Wave Money,Feature Phone,Bill Payment,180000,0,180000,Completed,Pay School Fees
TXN-BHEG-76175841,5/29/2024 10:09,5/29/2024,2024-05,10,Wednesday,Myo Phyo,25-34,Male,Business Owner,9953692353,Pathein,Pathein Township,Wave Money,Feature Phone,P2P Transfer,35000,0,35000,Completed,Payment for goods
TXN-OOIZ-00631622,8/11/2024 16:36,8/11/2024,2024-08,16,Sunday,Htet Naing,55+,Male,Student,9430550330,Naypyitaw,Zabuthiri,Wave Money,Android,P2P Transfer,46000,0,46000,Completed,Payment for goods
TXN-ESTZ-87169981,7/16/2024 12:34,7/16/2024,2024-07,12,Tuesday,Myo Lwin,25-34,Male,Government Employee,9971692327,Bago,Waw,KBZPay,Android,P2P Transfer,67500,0,67500,Completed,Personal transfer
TXN-OFRS-79264551,11/18/2024 18:38,11/18/2024,2024-11,18,Monday,Yee San,45-54,Male,Teacher,9453000998,Dawei,Dawei Township,Wave Money,Feature Phone,P2P Transfer,336500,0,336500,Completed,Transfer to Nyein Lwin
TXN-DFCP-83779335,4/1/2024 19:17,4/1/2024,2024-04,19,Monday,Ma Thu,25-34,Male,Business Owner,9332034015,Mandalay,Maha Aungmye,AYAPay,Feature Phone,P2P Transfer,106500,0,106500,Completed,Payment for goods
TXN-AMKN-24237911,5/6/2024 12:39,5/6/2024,2024-05,12,Monday,Phyu Oo,35-44,Male,Business Owner,9320281822,Taunggyi,Hopong,KBZPay,Feature Phone,Mobile Top-up,8000,0,8000,Completed,Mytel top-up 5000 MMK
TXN-WIQY-03038396,12/8/2024 20:40,12/8/2024,2024-12,20,Sunday,Nyein Oo,25-34,Female,Private Sector Employee,9266423570,Mandalay,Maha Aungmye,Wave Money,iOS,P2P Transfer,187500,0,187500,Completed,Transfer to Thu Nyi
TXN-VFAI-68376005,9/21/2024 10:12,9/21/2024,2024-09,10,Saturday,Nge Htun,25-34,Female,Private Sector Employee,970792304,Dawei,Yebyu,Wave Money,Android,Bill Payment,33000,0,33000,Completed,Pay Insurance Premium
TXN-FXST-43184446,8/27/2024 2:36,8/27/2024,2024-08,2,Tuesday,Nge Lay,55+,Female,Government Employee,982048507,Dawei,Dawei Township,KBZPay,Android,Merchant Payment,150000,0,150000,Completed,Purchase at Cathay Life Insurance
TXN-YJVG-02477946,12/16/2024 14:34,12/16/2024,2024-12,14,Monday,Naing San,35-44,Male,Farmer,999153057,Dawei,Yebyu,AYAPay,Feature Phone,Merchant Payment,66000,0,66000,Pending,Purchase at Shwe War Myay Market
TXN-MMIB-99008426,11/7/2024 21:54,11/7/2024,2024-11,21,Thursday,Thu Lwin,35-44,Male,Business Owner,9256708666,Yangon,Sanchaung,OK Dollar,iOS,Cash Out,70500,500,70000,Completed,ATM withdrawal
TXN-ZFEY-18205477,1/20/2024 19:48,1/20/2024,2024-01,19,Saturday,Phyu Nge,18-24,Male,Government Employee,9265006184,Mandalay,Amarapura,KBZPay,Android,Bill Payment,46000,0,46000,Completed,Pay Water (YCDC)
TXN-ERTM-15417933,10/9/2024 9:33,10/9/2024,2024-10,9,Wednesday,Zaw Oo,18-24,Female,Business Owner,9329525492,Yangon,Bahan,KBZPay,iOS,P2P Transfer,345500,0,345500,Completed,Payment for goods
TXN-QYPQ-19708827,3/7/2024 13:19,3/7/2024,2024-03,13,Thursday,Aung San,35-44,Male,Private Sector Employee,9974882188,Yangon,Thingangyun,CB Pay,Android,P2P Transfer,140000,0,140000,Completed,Transfer to Thida Myint
TXN-OALE-95335471,12/30/2024 17:28,12/30/2024,2024-12,17,Monday,Myo Mon,35-44,Male,Government Employee,9450498603,Naypyitaw,Pobbathiri,Wave Money,Android,Bill Payment,200000,0,200000,Completed,Pay Cable TV
TXN-XIQX-61661137,11/18/2024 13:43,11/18/2024,2024-11,13,Monday,Nan Min,45-54,Male,Government Employee,9320034713,Mandalay,Patheingyi,AYAPay,iOS,P2P Transfer,288000,0,288000,Completed,Transfer to Nge Nge
TXN-IMIO-91550412,9/28/2024 20:29,9/28/2024,2024-09,20,Saturday,Daw Thant,25-34,Female,Private Sector Employee,9738550113,Naypyitaw,Zabuthiri,KBZPay,Feature Phone,Cash Out,184500,2500,182000,Completed,ATM withdrawal
TXN-VLBX-30032852,11/1/2024 14:35,11/1/2024,2024-11,14,Friday,Phyu Lwin,55+,Male,Government Employee,9951972239,Yangon,Thingangyun,AYAPay,Android,Cash In,83500,0,83500,Pending,Bank transfer in
TXN-ZXFQ-82659296,5/22/2024 14:38,5/22/2024,2024-05,14,Wednesday,Htet Mon,25-34,Male,Student,9965578002,Taunggyi,Taunggyi Township,AYAPay,Android,Mobile Top-up,3500,0,3500,Completed,Mytel top-up 5000 MMK
TXN-IVNC-91430075,11/2/2024 3:16,11/2/2024,2024-11,3,Saturday,Wai Aung,45-54,Male,Trader / Merchant,956751691,Naypyitaw,Dekkhina,CB Pay,Android,P2P Transfer,46000,0,46000,Failed,Transfer to Khin Wai
TXN-JMZR-22112030,11/29/2024 17:51,11/29/2024,2024-11,17,Friday,Su Maung,18-24,Male,Government Employee,9954243198,Yangon,Hlaing,KBZPay,Android,Cash In,186000,0,186000,Completed,Cash deposit at agent
TXN-KXBU-48578718,1/2/2024 9:56,1/2/2024,2024-01,9,Tuesday,Aye San,18-24,Male,Private Sector Employee,986758646,Mawlamyine,Mawlamyine Township,Wave Money,Android,Merchant Payment,52500,0,52500,Completed,Purchase at Mytel
TXN-TKTT-02638798,2/18/2024 20:36,2/18/2024,2024-02,20,Sunday,Myat Thu,35-44,Male,Business Owner,9976157385,Bago,Tanatpin,AYAPay,Android,P2P Transfer,275000,0,275000,Completed,Rent payment
TXN-OQQE-17404001,2/21/2024 15:06,2/21/2024,2024-02,15,Wednesday,Aye Aung,25-34,Male,Farmer,979723602,Mandalay,Aungmyaythazan,Wave Money,iOS,P2P Transfer,209500,0,209500,Completed,Personal transfer
TXN-VZUN-65562943,11/5/2024 18:11,11/5/2024,2024-11,18,Tuesday,Kyaw Nge,25-34,Male,Private Sector Employee,9327837031,Yangon,Thingangyun,KBZPay,Feature Phone,Bill Payment,95500,0,95500,Completed,Pay Water (YCDC)
TXN-CZIX-58891331,11/9/2024 13:13,11/9/2024,2024-11,13,Saturday,Nge Hlaing,25-34,Female,Private Sector Employee,9956272884,Yangon,Bahan,KBZPay,Android,Salary Credit,686000,0,686000,Completed,Weekly wage
TXN-ZINX-23229480,10/10/2024 13:50,10/10/2024,2024-10,13,Thursday,Su Phyo,35-44,Male,Government Employee,9956879060,Bago,Tanatpin,KBZPay,Android,Merchant Payment,63500,0,63500,Failed,Purchase at Junction City Mall
TXN-FMNT-27828938,9/16/2024 10:27,9/16/2024,2024-09,10,Monday,Thet Min,35-44,Male,Business Owner,985976405,Yangon,Mingaladon,AYAPay,iOS,P2P Transfer,150000,0,150000,Completed,Personal transfer
TXN-OORN-14899422,10/29/2024 15:27,10/29/2024,2024-10,15,Tuesday,Ma San,18-24,Female,Business Owner,9432736273,Pathein,Maubin,AYAPay,iOS,P2P Transfer,87500,0,87500,Completed,Transfer to Mg Oo
TXN-CNYS-09725513,1/11/2024 14:36,1/11/2024,2024-01,14,Thursday,Zaw Phyo,18-24,Female,Government Employee,9965144869,Mandalay,Amarapura,Wave Money,Android,Mobile Top-up,8500,0,8500,Completed,Ooredoo top-up 2000 MMK
TXN-OWKJ-24539591,9/7/2024 2:47,9/7/2024,2024-09,2,Saturday,Zaw Aye,25-34,Female,Private Sector Employee,980680177,Mawlamyine,Mawlamyine Township,AYAPay,Android,Cash In,46500,0,46500,Failed,Cash deposit at agent
TXN-GJWM-91074576,4/4/2024 13:39,4/4/2024,2024-04,13,Thursday,Thura Hlaing,25-34,Male,Private Sector Employee,9326931729,Yangon,Thingangyun,KBZPay,Android,P2P Transfer,18000,0,18000,Pending,Personal transfer
TXN-FLVP-56538771,10/30/2024 15:25,10/30/2024,2024-10,15,Wednesday,Aye Lwin,35-44,Male,Trader / Merchant,9437272812,Bago,Waw,Wave Money,Android,Cash In,680500,0,680500,Completed,Cash deposit at agent
TXN-CRHH-96228803,10/2/2024 0:59,10/2/2024,2024-10,0,Wednesday,Phyu San,18-24,Female,Private Sector Employee,9269749950,Naypyitaw,Ottarathiri,Wave Money,Android,Bill Payment,148500,0,148500,Completed,Pay Government Fee
TXN-MESY-42713300,5/7/2024 11:11,5/7/2024,2024-05,11,Tuesday,Wai Htun,35-44,Female,Business Owner,9259022154,Yangon,Hlaing,Wave Money,Android,Cash In,276500,0,276500,Completed,Cash deposit at agent
TXN-OSCI-24857072,3/11/2024 21:15,3/11/2024,2024-03,21,Monday,Naing Aung,18-24,Male,Private Sector Employee,9425019354,Yangon,Bahan,AYAPay,Android,P2P Transfer,342500,0,342500,Failed,Money sent to family
TXN-ROIA-82778204,2/18/2024 10:15,2/18/2024,2024-02,10,Sunday,Nge Phyo,18-24,Female,Government Employee,9978312441,Yangon,Bahan,KBZPay,Feature Phone,P2P Transfer,98500,0,98500,Completed,Payment for goods
TXN-OTBH-54344923,9/13/2024 13:14,9/13/2024,2024-09,13,Friday,Thura Naing,25-34,Male,Private Sector Employee,9251062941,Myitkyina,Waingmaw,CB Pay,Android,Mobile Top-up,5000,0,5000,Completed,Mytel top-up 2000 MMK
TXN-VNTI-62130486,4/8/2024 19:06,4/8/2024,2024-04,19,Monday,Myat San,55+,Male,Government Employee,9956461209,Bago,Bago Township,KBZPay,Android,Bill Payment,51500,0,51500,Completed,Pay Insurance Premium
TXN-GXSC-39120121,11/9/2024 9:32,11/9/2024,2024-11,9,Saturday,Yee Kyaw,25-34,Male,Private Sector Employee,9431914308,Yangon,Thingangyun,KBZPay,Android,Cash In,390500,0,390500,Completed,Bank transfer in
TXN-NDGF-28308483,6/5/2024 21:39,6/5/2024,2024-06,21,Wednesday,Mg Mon,35-44,Female,Business Owner,999204877,Mandalay,Maha Aungmye,KBZPay,Feature Phone,P2P Transfer,126000,0,126000,Completed,Payment for goods
TXN-GNJL-06199639,1/7/2024 14:30,1/7/2024,2024-01,14,Sunday,Aye Soe,35-44,Female,Farmer,9320858588,Myitkyina,Myitkyina Township,AYAPay,Android,P2P Transfer,241500,0,241500,Completed,Personal transfer
TXN-GPAO-51442511,3/3/2024 17:48,3/3/2024,2024-03,17,Sunday,Thu Hlaing,25-34,Female,Freelancer,9425196282,Yangon,Dagon,CB Pay,iOS,P2P Transfer,469500,500,469000,Completed,Rent payment
TXN-SOKH-06623144,1/1/2024 2:09,1/1/2024,2024-01,2,Monday,Aung Naing,45-54,Male,Government Employee,9321499290,Taunggyi,Lawksawk,AYAPay,iOS,Merchant Payment,44500,0,44500,Completed,Purchase at KFC Myanmar
TXN-QWKJ-88802782,2/1/2024 14:54,2/1/2024,2024-02,14,Thursday,Nge Aung,25-34,Male,Business Owner,9330039101,Taunggyi,Taunggyi Township,Wave Money,Android,Mobile Top-up,4000,0,4000,Completed,Mytel top-up 2000 MMK
TXN-HDYR-14791085,6/18/2024 14:05,6/18/2024,2024-06,14,Tuesday,Myat Htun,45-54,Male,Business Owner,975646160,Yangon,Hlaing,KBZPay,Android,Bill Payment,26500,0,26500,Completed,Pay School Fees
TXN-AQCT-45119089,6/16/2024 18:57,6/16/2024,2024-06,18,Sunday,Ko Oo,45-54,Female,Private Sector Employee,9266109441,Mandalay,Amarapura,Wave Money,Android,Cash Out,195500,2000,193500,Failed,Cash withdrawal at agent
TXN-IGLX-10561912,8/12/2024 12:44,8/12/2024,2024-08,12,Monday,Nyein Maung,35-44,Male,Trader / Merchant,9329429046,Yangon,Mayangon,KBZPay,Feature Phone,Merchant Payment,51000,0,51000,Completed,Purchase at Myanmar Plaza
TXN-OYRN-98998586,5/14/2024 21:48,5/14/2024,2024-05,21,Tuesday,Soe Nyi,18-24,Male,Student,987234565,Yangon,Bahan,KBZPay,Feature Phone,Merchant Payment,27000,0,27000,Completed,Purchase at Bangkok Airways
TXN-YGXH-41787543,4/27/2024 8:53,4/27/2024,2024-04,8,Saturday,Nge Win,25-34,Male,Private Sector Employee,9494100953,Yangon,Mingaladon,KBZPay,Android,Bill Payment,33000,0,33000,Failed,Pay Internet (Fiber)
TXN-YOQN-71142685,11/16/2024 14:54,11/16/2024,2024-11,14,Saturday,Thu Moe,25-34,Male,Trader / Merchant,974761437,Mawlamyine,Kyaikmaraw,CB Pay,Android,Bill Payment,69000,0,69000,Completed,Pay Electricity (YESC)
TXN-ETBU-30868591,4/22/2024 15:41,4/22/2024,2024-04,15,Monday,Thu Moe,25-34,Female,Factory Worker,985418589,Mandalay,Amarapura,OK Dollar,Feature Phone,Mobile Top-up,3500,0,3500,Completed,Mytel top-up 10000 MMK
TXN-LOVE-43219359,9/12/2024 19:23,9/12/2024,2024-09,19,Thursday,Thida Htun,25-34,Male,Private Sector Employee,9490503374,Pathein,Maubin,AYAPay,iOS,Cash In,49000,0,49000,Completed,Bank transfer in
TXN-JYLI-68433102,5/31/2024 21:10,5/31/2024,2024-05,21,Friday,Htet Lay,18-24,Male,Freelancer,9974190878,Yangon,Bahan,KBZPay,Feature Phone,Mobile Top-up,20000,0,20000,Completed,Ooredoo top-up 5000 MMK
TXN-QASU-72430011,5/28/2024 21:03,5/28/2024,2024-05,21,Tuesday,Thida Htun,35-44,Male,Teacher,9420492217,Naypyitaw,Dekkhina,AYAPay,Android,P2P Transfer,112000,0,112000,Completed,Personal transfer
TXN-CTRU-04439747,12/18/2024 20:51,12/18/2024,2024-12,20,Wednesday,Thu Hlaing,25-34,Female,Factory Worker,957399289,Bago,Tanatpin,OK Dollar,Android,P2P Transfer,234500,0,234500,Completed,Personal transfer
TXN-RJMM-84714002,9/9/2024 13:49,9/9/2024,2024-09,13,Monday,Daw Maung,45-54,Female,Freelancer,9339426942,Mandalay,Amarapura,AYAPay,Feature Phone,P2P Transfer,413500,0,413500,Completed,Rent payment
TXN-ETAZ-81739615,10/12/2024 21:47,10/12/2024,2024-10,21,Saturday,Phyu Htun,55+,Female,Government Employee,9428730549,Mandalay,Amarapura,OK Dollar,Android,Bill Payment,36500,0,36500,Completed,Pay Insurance Premium
TXN-OZDP-55979161,3/13/2024 8:07,3/13/2024,2024-03,8,Wednesday,Zaw Phyo,25-34,Female,Government Employee,9454315890,Yangon,Mingaladon,AYAPay,Android,P2P Transfer,212000,0,212000,Completed,Rent payment
TXN-GOAC-06150971,8/29/2024 10:33,8/29/2024,2024-08,10,Thursday,Min Phyo,35-44,Male,Freelancer,9260880817,Mandalay,Patheingyi,Wave Money,Android,P2P Transfer,145000,0,145000,Completed,Rent payment
TXN-YVVM-99520316,7/22/2024 21:01,7/22/2024,2024-07,21,Monday,Aye Lin,18-24,Female,Trader / Merchant,981680691,Mandalay,Patheingyi,CB Pay,Android,Merchant Payment,48500,0,48500,Completed,Purchase at Cathay Life Insurance
TXN-QAPR-07677679,9/25/2024 18:59,9/25/2024,2024-09,18,Wednesday,Phyu Win,35-44,Female,Teacher,9493444359,Yangon,Kamayut,AYAPay,Android,Bill Payment,32500,0,32500,Completed,Pay School Fees
TXN-SYNN-61208434,1/1/2024 6:44,1/1/2024,2024-01,6,Monday,Htet Khaing,45-54,Male,Trader / Merchant,9971237530,Naypyitaw,Pobbathiri,CB Pay,iOS,P2P Transfer,205500,500,205000,Completed,Personal transfer
TXN-AOHX-94442856,5/8/2024 15:31,5/8/2024,2024-05,15,Wednesday,Min San,35-44,Female,Government Employee,9443648187,Yangon,Sanchaung,AYAPay,Android,Merchant Payment,16500,0,16500,Completed,Purchase at AGD Bank
TXN-PXTU-14896188,2/19/2024 12:11,2/19/2024,2024-02,12,Monday,Pyae Wai,25-34,Male,Private Sector Employee,9433606679,Yangon,Sanchaung,OK Dollar,Android,Merchant Payment,85000,0,85000,Completed,Purchase at Mytel
